time_s,drag_force_negative,drag_force_magnitude
110.05,-1.926532,1.926532
110.06,-1.927296,1.927296
110.07,-1.927985,1.927985
110.08,-1.928623,1.928623
110.09,-1.929313,1.929313
110.1,-1.930123,1.930123
110.11,-1.930996,1.930996
110.12,-1.931876,1.931876
110.13,-1.932753,1.932753
110.14,-1.933542,1.933542
110.15,-1.934303,1.934303
110.16,-1.935012,1.935012
110.17,-1.935653,1.935653
110.18,-1.936296,1.936296
110.19,-1.936982,1.936982
110.2,-1.937689,1.937689
110.21,-1.938398,1.938398
110.22,-1.939131,1.939131
110.23,-1.939795,1.939795
110.24,-1.940389,1.940389
110.25,-1.94086,1.94086
110.26,-1.941216,1.941216
110.27,-1.941627,1.941627
110.28,-1.941896,1.941896
110.29,-1.942171,1.942171
110.3,-1.942446,1.942446
110.31,-1.942661,1.942661
110.32,-1.942881,1.942881
110.33,-1.943039,1.943039
110.34,-1.943135,1.943135
110.35,-1.943194,1.943194
110.36,-1.943175,1.943175
110.37,-1.94307,1.94307
110.38,-1.943027,1.943027
110.39,-1.942991,1.942991
110.4,-1.942865,1.942865
110.41,-1.942607,1.942607
110.42,-1.942336,1.942336
110.43,-1.942107,1.942107
110.44,-1.941784,1.941784
110.45,-1.941371,1.941371
110.46,-1.940956,1.940956
110.47,-1.940526,1.940526
110.48,-1.940122,1.940122
110.49,-1.939542,1.939542
110.5,-1.938902,1.938902
110.51,-1.938234,1.938234
110.52,-1.937528,1.937528
110.53,-1.936835,1.936835
110.54,-1.936131,1.936131
110.55,-1.935449,1.935449
110.56,-1.9347,1.9347
110.57,-1.933953,1.933953
110.58,-1.933293,1.933293
110.59,-1.932561,1.932561
110.6,-1.931782,1.931782
110.61,-1.93105,1.93105
110.62,-1.930322,1.930322
110.63,-1.929559,1.929559
110.64,-1.928806,1.928806
110.65,-1.928057,1.928057
110.66,-1.927283,1.927283
110.67,-1.926653,1.926653
110.68,-1.925948,1.925948
110.69,-1.925389,1.925389
110.7,-1.924845,1.924845
110.71,-1.924246,1.924246
110.72,-1.923561,1.923561
110.73,-1.922867,1.922867
110.74,-1.92225,1.92225
110.75,-1.921702,1.921702
110.76,-1.921176,1.921176
110.77,-1.920795,1.920795
110.78,-1.9205,1.9205
110.79,-1.92021,1.92021
110.8,-1.919941,1.919941
110.81,-1.919742,1.919742
110.82,-1.919619,1.919619
110.83,-1.919649,1.919649
110.84,-1.919677,1.919677
110.85,-1.91969,1.91969
110.86,-1.919758,1.919758
110.87,-1.919949,1.919949
110.88,-1.920223,1.920223
110.89,-1.920468,1.920468
110.9,-1.920686,1.920686
110.91,-1.920994,1.920994
110.92,-1.921402,1.921402
110.93,-1.921802,1.921802
110.94,-1.922181,1.922181
110.95,-1.9225,1.9225
110.96,-1.922928,1.922928
110.97,-1.923411,1.923411
110.98,-1.923893,1.923893
110.99,-1.924345,1.924345
111.0,-1.924852,1.924852
111.01,-1.925344,1.925344
111.02,-1.925875,1.925875
111.03,-1.92633,1.92633
111.04,-1.926898,1.926898
111.05,-1.927505,1.927505
111.06,-1.928114,1.928114
111.07,-1.928697,1.928697
111.08,-1.92919,1.92919
111.09,-1.929712,1.929712
111.1,-1.930234,1.930234
111.11,-1.93077,1.93077
111.12,-1.931456,1.931456
111.13,-1.932132,1.932132
111.14,-1.932846,1.932846
111.15,-1.933558,1.933558
111.16,-1.934276,1.934276
111.17,-1.935033,1.935033
111.18,-1.935789,1.935789
111.19,-1.936417,1.936417
111.2,-1.937059,1.937059
111.21,-1.937701,1.937701
111.22,-1.938375,1.938375
111.23,-1.939059,1.939059
111.24,-1.939766,1.939766
111.25,-1.940409,1.940409
111.26,-1.941077,1.941077
111.27,-1.941684,1.941684
111.28,-1.942288,1.942288
111.29,-1.9428,1.9428
111.3,-1.9433,1.9433
111.31,-1.943684,1.943684
111.32,-1.944073,1.944073
111.33,-1.944492,1.944492
111.34,-1.944791,1.944791
111.35,-1.944954,1.944954
111.36,-1.945145,1.945145
111.37,-1.945337,1.945337
111.38,-1.945536,1.945536
111.39,-1.945706,1.945706
111.4,-1.945854,1.945854
111.41,-1.945922,1.945922
111.42,-1.945981,1.945981
111.43,-1.945897,1.945897
111.44,-1.945755,1.945755
111.45,-1.945614,1.945614
111.46,-1.945456,1.945456
111.47,-1.945382,1.945382
111.48,-1.945239,1.945239
111.49,-1.945058,1.945058
111.5,-1.94482,1.94482
111.51,-1.944541,1.944541
111.52,-1.944266,1.944266
111.53,-1.94399,1.94399
111.54,-1.94371,1.94371
111.55,-1.943407,1.943407
111.56,-1.943072,1.943072
111.57,-1.942586,1.942586
111.58,-1.94206,1.94206
111.59,-1.941612,1.941612
111.6,-1.941163,1.941163
111.61,-1.940696,1.940696
111.62,-1.940146,1.940146
111.63,-1.939569,1.939569
111.64,-1.939093,1.939093
111.65,-1.938583,1.938583
111.66,-1.937955,1.937955
111.67,-1.937376,1.937376
111.68,-1.93683,1.93683
111.69,-1.936177,1.936177
111.7,-1.935489,1.935489
111.71,-1.934893,1.934893
111.72,-1.934272,1.934272
111.73,-1.933712,1.933712
111.74,-1.93324,1.93324
111.75,-1.932834,1.932834
111.76,-1.932411,1.932411
111.77,-1.931814,1.931814
111.78,-1.931257,1.931257
111.79,-1.93072,1.93072
111.8,-1.930266,1.930266
111.81,-1.92991,1.92991
111.82,-1.92961,1.92961
111.83,-1.929258,1.929258
111.84,-1.92888,1.92888
111.85,-1.928563,1.928563
111.86,-1.928197,1.928197
111.87,-1.927837,1.927837
111.88,-1.92761,1.92761
111.89,-1.927398,1.927398
111.9,-1.927224,1.927224
111.91,-1.927137,1.927137
111.92,-1.927173,1.927173
111.93,-1.927141,1.927141
111.94,-1.927059,1.927059
111.95,-1.927042,1.927042
111.96,-1.927136,1.927136
111.97,-1.92731,1.92731
111.98,-1.927463,1.927463
111.99,-1.927676,1.927676
112.0,-1.927952,1.927952
112.01,-1.928448,1.928448
112.02,-1.928988,1.928988
112.03,-1.929546,1.929546
112.04,-1.930128,1.930128
112.05,-1.930685,1.930685
112.06,-1.9312,1.9312
112.07,-1.931703,1.931703
112.08,-1.932157,1.932157
112.09,-1.932632,1.932632
112.1,-1.933077,1.933077
112.11,-1.933656,1.933656
112.12,-1.934449,1.934449
112.13,-1.935172,1.935172
112.14,-1.93582,1.93582
112.15,-1.936497,1.936497
112.16,-1.937253,1.937253
112.17,-1.93792,1.93792
112.18,-1.938611,1.938611
112.19,-1.939327,1.939327
112.2,-1.940068,1.940068
112.21,-1.940837,1.940837
112.22,-1.94156,1.94156
112.23,-1.942365,1.942365
112.24,-1.943141,1.943141
112.25,-1.943986,1.943986
112.26,-1.944821,1.944821
112.27,-1.945556,1.945556
112.28,-1.9462,1.9462
112.29,-1.94682,1.94682
112.3,-1.947345,1.947345
112.31,-1.947849,1.947849
112.32,-1.948321,1.948321
112.33,-1.948771,1.948771
112.34,-1.949129,1.949129
112.35,-1.949615,1.949615
112.36,-1.950099,1.950099
112.37,-1.950519,1.950519
112.38,-1.950872,1.950872
112.39,-1.951263,1.951263
112.4,-1.951624,1.951624
112.41,-1.951803,1.951803
112.42,-1.951911,1.951911
112.43,-1.951988,1.951988
112.44,-1.952062,1.952062
112.45,-1.952164,1.952164
112.46,-1.952164,1.952164
112.47,-1.952111,1.952111
112.48,-1.952052,1.952052
112.49,-1.951826,1.951826
112.5,-1.951598,1.951598
112.51,-1.951334,1.951334
112.52,-1.951012,1.951012
112.53,-1.950641,1.950641
112.54,-1.950218,1.950218
112.55,-1.949768,1.949768
112.56,-1.949229,1.949229
112.57,-1.948727,1.948727
112.58,-1.948129,1.948129
112.59,-1.947401,1.947401
112.6,-1.946733,1.946733
112.61,-1.946105,1.946105
112.62,-1.945364,1.945364
112.63,-1.944617,1.944617
112.64,-1.943829,1.943829
112.65,-1.943077,1.943077
112.66,-1.942221,1.942221
112.67,-1.941348,1.941348
112.68,-1.940543,1.940543
112.69,-1.93973,1.93973
112.7,-1.9389,1.9389
112.71,-1.938107,1.938107
112.72,-1.937279,1.937279
112.73,-1.936417,1.936417
112.74,-1.935509,1.935509
112.75,-1.934617,1.934617
112.76,-1.933764,1.933764
112.77,-1.932983,1.932983
112.78,-1.93228,1.93228
112.79,-1.931612,1.931612
112.8,-1.930955,1.930955
112.81,-1.930296,1.930296
112.82,-1.929595,1.929595
112.83,-1.928888,1.928888
112.84,-1.928232,1.928232
112.85,-1.927683,1.927683
112.86,-1.927127,1.927127
112.87,-1.926581,1.926581
112.88,-1.926275,1.926275
112.89,-1.926041,1.926041
112.9,-1.925806,1.925806
112.91,-1.925611,1.925611
112.92,-1.925381,1.925381
112.93,-1.925129,1.925129
112.94,-1.924875,1.924875
112.95,-1.924659,1.924659
112.96,-1.924511,1.924511
112.97,-1.92456,1.92456
112.98,-1.924645,1.924645
112.99,-1.924784,1.924784
113.0,-1.925023,1.925023
113.01,-1.925248,1.925248
113.02,-1.925394,1.925394
113.03,-1.925592,1.925592
113.04,-1.92584,1.92584
113.05,-1.925998,1.925998
113.06,-1.926188,1.926188
113.07,-1.926494,1.926494
113.08,-1.926889,1.926889
113.09,-1.927345,1.927345
113.1,-1.927754,1.927754
113.11,-1.928123,1.928123
113.12,-1.928493,1.928493
113.13,-1.928907,1.928907
113.14,-1.92937,1.92937
113.15,-1.929797,1.929797
113.16,-1.930221,1.930221
113.17,-1.930729,1.930729
113.18,-1.93129,1.93129
113.19,-1.931889,1.931889
113.2,-1.932437,1.932437
113.21,-1.93296,1.93296
113.22,-1.93346,1.93346
113.23,-1.933954,1.933954
113.24,-1.9344,1.9344
113.25,-1.934937,1.934937
113.26,-1.935523,1.935523
113.27,-1.936214,1.936214
113.28,-1.936927,1.936927
113.29,-1.937651,1.937651
113.3,-1.938378,1.938378
113.31,-1.939072,1.939072
113.32,-1.939606,1.939606
113.33,-1.940061,1.940061
113.34,-1.940551,1.940551
113.35,-1.941029,1.941029
113.36,-1.941521,1.941521
113.37,-1.941938,1.941938
113.38,-1.942291,1.942291
113.39,-1.942759,1.942759
113.4,-1.943232,1.943232
113.41,-1.943549,1.943549
113.42,-1.943888,1.943888
113.43,-1.944205,1.944205
113.44,-1.944441,1.944441
113.45,-1.94471,1.94471
113.46,-1.94499,1.94499
113.47,-1.945168,1.945168
113.48,-1.945293,1.945293
113.49,-1.945392,1.945392
113.5,-1.945401,1.945401
113.51,-1.945407,1.945407
113.52,-1.945329,1.945329
113.53,-1.945276,1.945276
113.54,-1.945218,1.945218
113.55,-1.945165,1.945165
113.56,-1.945064,1.945064
113.57,-1.944855,1.944855
113.58,-1.944691,1.944691
113.59,-1.944577,1.944577
113.6,-1.944299,1.944299
113.61,-1.943959,1.943959
113.62,-1.9436,1.9436
113.63,-1.943218,1.943218
113.64,-1.942796,1.942796
113.65,-1.942356,1.942356
113.66,-1.941959,1.941959
113.67,-1.941494,1.941494
113.68,-1.94103,1.94103
113.69,-1.940557,1.940557
113.7,-1.940005,1.940005
113.71,-1.939583,1.939583
113.72,-1.939158,1.939158
113.73,-1.938758,1.938758
113.74,-1.93821,1.93821
113.75,-1.937729,1.937729
113.76,-1.937247,1.937247
113.77,-1.936889,1.936889
113.78,-1.936413,1.936413
113.79,-1.935911,1.935911
113.8,-1.93543,1.93543
113.81,-1.935002,1.935002
113.82,-1.934548,1.934548
113.83,-1.934171,1.934171
113.84,-1.933809,1.933809
113.85,-1.933364,1.933364
113.86,-1.932847,1.932847
113.87,-1.932371,1.932371
113.88,-1.93194,1.93194
113.89,-1.931535,1.931535
113.9,-1.931184,1.931184
113.91,-1.930888,1.930888
113.92,-1.930635,1.930635
113.93,-1.930401,1.930401
113.94,-1.930122,1.930122
113.95,-1.929856,1.929856
113.96,-1.929572,1.929572
113.97,-1.929404,1.929404
113.98,-1.929264,1.929264
113.99,-1.929117,1.929117
114.0,-1.928947,1.928947
114.01,-1.928925,1.928925
114.02,-1.928976,1.928976
114.03,-1.929095,1.929095
114.04,-1.929255,1.929255
114.05,-1.929467,1.929467
114.06,-1.929706,1.929706
114.07,-1.930095,1.930095
114.08,-1.930529,1.930529
114.09,-1.930966,1.930966
114.1,-1.931439,1.931439
114.11,-1.932018,1.932018
114.12,-1.932566,1.932566
114.13,-1.933129,1.933129
114.14,-1.933684,1.933684
114.15,-1.934091,1.934091
114.16,-1.934568,1.934568
114.17,-1.93516,1.93516
114.18,-1.935823,1.935823
114.19,-1.936545,1.936545
114.2,-1.937156,1.937156
114.21,-1.937726,1.937726
114.22,-1.938294,1.938294
114.23,-1.938818,1.938818
114.24,-1.939373,1.939373
114.25,-1.939978,1.939978
114.26,-1.940568,1.940568
114.27,-1.941185,1.941185
114.28,-1.941772,1.941772
114.29,-1.942389,1.942389
114.3,-1.94293,1.94293
114.31,-1.943441,1.943441
114.32,-1.943989,1.943989
114.33,-1.944493,1.944493
114.34,-1.944971,1.944971
114.35,-1.945525,1.945525
114.36,-1.945967,1.945967
114.37,-1.946386,1.946386
114.38,-1.946933,1.946933
114.39,-1.947331,1.947331
114.4,-1.947636,1.947636
114.41,-1.947987,1.947987
114.42,-1.948292,1.948292
114.43,-1.948642,1.948642
114.44,-1.948979,1.948979
114.45,-1.949271,1.949271
114.46,-1.949572,1.949572
114.47,-1.949872,1.949872
114.48,-1.950124,1.950124
114.49,-1.950283,1.950283
114.5,-1.950409,1.950409
114.51,-1.950503,1.950503
114.52,-1.950591,1.950591
114.53,-1.950707,1.950707
114.54,-1.950739,1.950739
114.55,-1.95076,1.95076
114.56,-1.950794,1.950794
114.57,-1.950786,1.950786
114.58,-1.95075,1.95075
114.59,-1.950586,1.950586
114.6,-1.950346,1.950346
114.61,-1.950042,1.950042
114.62,-1.949773,1.949773
114.63,-1.949498,1.949498
114.64,-1.949133,1.949133
114.65,-1.948779,1.948779
114.66,-1.948427,1.948427
114.67,-1.948103,1.948103
114.68,-1.947787,1.947787
114.69,-1.947365,1.947365
114.7,-1.946888,1.946888
114.71,-1.946175,1.946175
114.72,-1.945461,1.945461
114.73,-1.94492,1.94492
114.74,-1.944289,1.944289
114.75,-1.943543,1.943543
114.76,-1.942818,1.942818
114.77,-1.942125,1.942125
114.78,-1.941361,1.941361
114.79,-1.94069,1.94069
114.8,-1.939945,1.939945
114.81,-1.939286,1.939286
114.82,-1.938761,1.938761
114.83,-1.938124,1.938124
114.84,-1.937399,1.937399
114.85,-1.936745,1.936745
114.86,-1.936061,1.936061
114.87,-1.935439,1.935439
114.88,-1.934843,1.934843
114.89,-1.934257,1.934257
114.9,-1.933664,1.933664
114.91,-1.933106,1.933106
114.92,-1.932561,1.932561
114.93,-1.93209,1.93209
114.94,-1.931723,1.931723
114.95,-1.931353,1.931353
114.96,-1.930885,1.930885
114.97,-1.930559,1.930559
114.98,-1.930225,1.930225
114.99,-1.929873,1.929873
115.0,-1.929521,1.929521
115.01,-1.929223,1.929223
115.02,-1.929013,1.929013
115.03,-1.928785,1.928785
115.04,-1.928612,1.928612
115.05,-1.928486,1.928486
115.06,-1.928397,1.928397
115.07,-1.9284,1.9284
115.08,-1.928361,1.928361
115.09,-1.928317,1.928317
115.1,-1.928195,1.928195
115.11,-1.928131,1.928131
115.12,-1.928128,1.928128
115.13,-1.928149,1.928149
115.14,-1.928123,1.928123
115.15,-1.928281,1.928281
115.16,-1.928445,1.928445
115.17,-1.928603,1.928603
115.18,-1.928756,1.928756
115.19,-1.92884,1.92884
115.2,-1.929031,1.929031
115.21,-1.92932,1.92932
115.22,-1.929686,1.929686
115.23,-1.930075,1.930075
115.24,-1.930442,1.930442
115.25,-1.930922,1.930922
115.26,-1.931449,1.931449
115.27,-1.931897,1.931897
115.28,-1.932325,1.932325
115.29,-1.932837,1.932837
115.3,-1.933407,1.933407
115.31,-1.933966,1.933966
115.32,-1.934528,1.934528
115.33,-1.935052,1.935052
115.34,-1.935634,1.935634
115.35,-1.936228,1.936228
115.36,-1.936763,1.936763
115.37,-1.937275,1.937275
115.38,-1.937721,1.937721
115.39,-1.938045,1.938045
115.4,-1.938323,1.938323
115.41,-1.938691,1.938691
115.42,-1.939189,1.939189
115.43,-1.939677,1.939677
115.44,-1.939884,1.939884
115.45,-1.940016,1.940016
115.46,-1.940187,1.940187
115.47,-1.940379,1.940379
115.48,-1.94044,1.94044
115.49,-1.940516,1.940516
115.5,-1.940625,1.940625
115.51,-1.940712,1.940712
115.52,-1.940779,1.940779
115.53,-1.940827,1.940827
115.54,-1.940762,1.940762
115.55,-1.940628,1.940628
115.56,-1.940402,1.940402
115.57,-1.940185,1.940185
115.58,-1.939989,1.939989
115.59,-1.939821,1.939821
115.6,-1.939627,1.939627
115.61,-1.939346,1.939346
115.62,-1.939133,1.939133
115.63,-1.938927,1.938927
115.64,-1.938593,1.938593
115.65,-1.9382,1.9382
115.66,-1.937823,1.937823
115.67,-1.937486,1.937486
115.68,-1.93715,1.93715
115.69,-1.936739,1.936739
115.7,-1.93641,1.93641
115.71,-1.936119,1.936119
115.72,-1.935785,1.935785
115.73,-1.935416,1.935416
115.74,-1.935055,1.935055
115.75,-1.934689,1.934689
115.76,-1.934275,1.934275
115.77,-1.933852,1.933852
115.78,-1.933541,1.933541
115.79,-1.93317,1.93317
115.8,-1.932718,1.932718
115.81,-1.932355,1.932355
115.82,-1.932093,1.932093
115.83,-1.931829,1.931829
115.84,-1.931504,1.931504
115.85,-1.931285,1.931285
115.86,-1.930998,1.930998
115.87,-1.930751,1.930751
115.88,-1.930477,1.930477
115.89,-1.930124,1.930124
115.9,-1.929666,1.929666
115.91,-1.929187,1.929187
115.92,-1.928777,1.928777
115.93,-1.928486,1.928486
115.94,-1.928288,1.928288
115.95,-1.928044,1.928044
115.96,-1.927798,1.927798
115.97,-1.927541,1.927541
115.98,-1.927263,1.927263
115.99,-1.92687,1.92687
116.0,-1.926526,1.926526
116.01,-1.926269,1.926269
116.02,-1.926068,1.926068
116.03,-1.925848,1.925848
116.04,-1.925681,1.925681
116.05,-1.925595,1.925595
116.06,-1.92557,1.92557
116.07,-1.925554,1.925554
116.08,-1.925606,1.925606
116.09,-1.925574,1.925574
116.1,-1.925503,1.925503
116.11,-1.925487,1.925487
116.12,-1.925489,1.925489
116.13,-1.925627,1.925627
116.14,-1.925893,1.925893
116.15,-1.926213,1.926213
116.16,-1.926458,1.926458
116.17,-1.926702,1.926702
116.18,-1.927009,1.927009
116.19,-1.92743,1.92743
116.2,-1.927878,1.927878
116.21,-1.928202,1.928202
116.22,-1.928504,1.928504
116.23,-1.92885,1.92885
116.24,-1.929271,1.929271
116.25,-1.929665,1.929665
116.26,-1.930076,1.930076
116.27,-1.930502,1.930502
116.28,-1.931033,1.931033
116.29,-1.931424,1.931424
116.3,-1.931783,1.931783
116.31,-1.932208,1.932208
116.32,-1.932723,1.932723
116.33,-1.933199,1.933199
116.34,-1.933666,1.933666
116.35,-1.934169,1.934169
116.36,-1.934638,1.934638
116.37,-1.935145,1.935145
116.38,-1.935514,1.935514
116.39,-1.935951,1.935951
116.4,-1.936409,1.936409
116.41,-1.936887,1.936887
116.42,-1.937367,1.937367
116.43,-1.937786,1.937786
116.44,-1.938178,1.938178
116.45,-1.938656,1.938656
116.46,-1.939193,1.939193
116.47,-1.939662,1.939662
116.48,-1.939981,1.939981
116.49,-1.940203,1.940203
116.5,-1.940438,1.940438
116.51,-1.940642,1.940642
116.52,-1.940789,1.940789
116.53,-1.940988,1.940988
116.54,-1.941159,1.941159
116.55,-1.941222,1.941222
116.56,-1.941181,1.941181
116.57,-1.941141,1.941141
116.58,-1.941097,1.941097
116.59,-1.940935,1.940935
116.6,-1.940791,1.940791
116.61,-1.940503,1.940503
116.62,-1.94012,1.94012
116.63,-1.939727,1.939727
116.64,-1.939373,1.939373
116.65,-1.938955,1.938955
116.66,-1.938435,1.938435
116.67,-1.937856,1.937856
116.68,-1.937251,1.937251
116.69,-1.936661,1.936661
116.7,-1.936027,1.936027
116.71,-1.935447,1.935447
116.72,-1.934748,1.934748
116.73,-1.933974,1.933974
116.74,-1.93328,1.93328
116.75,-1.932646,1.932646
116.76,-1.932015,1.932015
116.77,-1.931419,1.931419
116.78,-1.930802,1.930802
116.79,-1.930198,1.930198
116.8,-1.929541,1.929541
116.81,-1.928913,1.928913
116.82,-1.928296,1.928296
116.83,-1.927791,1.927791
116.84,-1.927301,1.927301
116.85,-1.926721,1.926721
116.86,-1.926069,1.926069
116.87,-1.925561,1.925561
116.88,-1.925066,1.925066
116.89,-1.924607,1.924607
116.9,-1.924215,1.924215
116.91,-1.923815,1.923815
116.92,-1.923362,1.923362
116.93,-1.922857,1.922857
116.94,-1.922448,1.922448
116.95,-1.922188,1.922188
116.96,-1.921855,1.921855
116.97,-1.921531,1.921531
116.98,-1.921172,1.921172
116.99,-1.920945,1.920945
117.0,-1.920774,1.920774
117.01,-1.920627,1.920627
117.02,-1.920453,1.920453
117.03,-1.920267,1.920267
117.04,-1.9201,1.9201
117.05,-1.920059,1.920059
117.06,-1.919815,1.919815
117.07,-1.91961,1.91961
117.08,-1.919453,1.919453
117.09,-1.919297,1.919297
117.1,-1.919146,1.919146
117.11,-1.919078,1.919078
117.12,-1.919135,1.919135
117.13,-1.919203,1.919203
117.14,-1.919185,1.919185
117.15,-1.91926,1.91926
117.16,-1.919374,1.919374
117.17,-1.919521,1.919521
117.18,-1.91968,1.91968
117.19,-1.919869,1.919869
117.2,-1.920239,1.920239
117.21,-1.920746,1.920746
117.22,-1.921208,1.921208
117.23,-1.921794,1.921794
117.24,-1.92234,1.92234
117.25,-1.922866,1.922866
117.26,-1.923441,1.923441
117.27,-1.924028,1.924028
117.28,-1.924575,1.924575
117.29,-1.925113,1.925113
117.3,-1.925693,1.925693
117.31,-1.926443,1.926443
117.32,-1.927186,1.927186
117.33,-1.927845,1.927845
117.34,-1.928451,1.928451
117.35,-1.929109,1.929109
117.36,-1.92973,1.92973
117.37,-1.930308,1.930308
117.38,-1.930869,1.930869
117.39,-1.931459,1.931459
117.4,-1.932043,1.932043
117.41,-1.932626,1.932626
117.42,-1.933154,1.933154
117.43,-1.933657,1.933657
117.44,-1.934102,1.934102
117.45,-1.934528,1.934528
117.46,-1.934916,1.934916
117.47,-1.935364,1.935364
117.48,-1.935769,1.935769
117.49,-1.936116,1.936116
117.5,-1.936289,1.936289
117.51,-1.936492,1.936492
117.52,-1.936686,1.936686
117.53,-1.936898,1.936898
117.54,-1.937012,1.937012
117.55,-1.937192,1.937192
117.56,-1.937263,1.937263
117.57,-1.937216,1.937216
117.58,-1.937167,1.937167
117.59,-1.937089,1.937089
117.6,-1.937016,1.937016
117.61,-1.936931,1.936931
117.62,-1.936782,1.936782
117.63,-1.936659,1.936659
117.64,-1.936544,1.936544
117.65,-1.936397,1.936397
117.66,-1.936232,1.936232
117.67,-1.936177,1.936177
117.68,-1.936138,1.936138
117.69,-1.936009,1.936009
117.7,-1.935861,1.935861
117.71,-1.935739,1.935739
117.72,-1.935583,1.935583
117.73,-1.935434,1.935434
117.74,-1.935267,1.935267
117.75,-1.935063,1.935063
117.76,-1.934807,1.934807
117.77,-1.934654,1.934654
117.78,-1.934255,1.934255
117.79,-1.933855,1.933855
117.8,-1.933524,1.933524
117.81,-1.933268,1.933268
117.82,-1.932927,1.932927
117.83,-1.932495,1.932495
117.84,-1.932074,1.932074
117.85,-1.931753,1.931753
117.86,-1.93137,1.93137
117.87,-1.930993,1.930993
117.88,-1.930636,1.930636
117.89,-1.930357,1.930357
117.9,-1.930067,1.930067
117.91,-1.929786,1.929786
117.92,-1.929397,1.929397
117.93,-1.92904,1.92904
117.94,-1.928802,1.928802
117.95,-1.928604,1.928604
117.96,-1.928484,1.928484
117.97,-1.928487,1.928487
117.98,-1.928429,1.928429
117.99,-1.928305,1.928305
118.0,-1.92819,1.92819
118.01,-1.928114,1.928114
118.02,-1.927972,1.927972
118.03,-1.927889,1.927889
118.04,-1.927806,1.927806
118.05,-1.927675,1.927675
118.06,-1.92753,1.92753
118.07,-1.927419,1.927419
118.08,-1.927273,1.927273
118.09,-1.927104,1.927104
118.1,-1.92697,1.92697
118.11,-1.926844,1.926844
118.12,-1.92671,1.92671
118.13,-1.926688,1.926688
118.14,-1.92677,1.92677
118.15,-1.926874,1.926874
118.16,-1.926833,1.926833
118.17,-1.926819,1.926819
118.18,-1.926812,1.926812
118.19,-1.926849,1.926849
118.2,-1.926844,1.926844
118.21,-1.92683,1.92683
118.22,-1.926857,1.926857
118.23,-1.926933,1.926933
118.24,-1.927103,1.927103
118.25,-1.927431,1.927431
118.26,-1.927789,1.927789
118.27,-1.928202,1.928202
118.28,-1.928574,1.928574
118.29,-1.928912,1.928912
118.3,-1.929181,1.929181
118.31,-1.929319,1.929319
118.32,-1.929524,1.929524
118.33,-1.929822,1.929822
118.34,-1.930157,1.930157
118.35,-1.930524,1.930524
118.36,-1.930882,1.930882
118.37,-1.931252,1.931252
118.38,-1.931574,1.931574
118.39,-1.931972,1.931972
118.4,-1.932429,1.932429
118.41,-1.932843,1.932843
118.42,-1.933276,1.933276
118.43,-1.933673,1.933673
118.44,-1.934114,1.934114
118.45,-1.934587,1.934587
118.46,-1.935047,1.935047
118.47,-1.935492,1.935492
118.48,-1.935895,1.935895
118.49,-1.936335,1.936335
118.5,-1.936854,1.936854
118.51,-1.937317,1.937317
118.52,-1.93775,1.93775
118.53,-1.938168,1.938168
118.54,-1.938537,1.938537
118.55,-1.938937,1.938937
118.56,-1.939164,1.939164
118.57,-1.939409,1.939409
118.58,-1.939737,1.939737
118.59,-1.940051,1.940051
118.6,-1.940313,1.940313
118.61,-1.940502,1.940502
118.62,-1.940647,1.940647
118.63,-1.940742,1.940742
118.64,-1.940817,1.940817
118.65,-1.940788,1.940788
118.66,-1.940737,1.940737
118.67,-1.940852,1.940852
118.68,-1.940882,1.940882
118.69,-1.940799,1.940799
118.7,-1.940677,1.940677
118.71,-1.940603,1.940603
118.72,-1.94055,1.94055
118.73,-1.940548,1.940548
118.74,-1.940603,1.940603
118.75,-1.940623,1.940623
118.76,-1.940626,1.940626
118.77,-1.940643,1.940643
118.78,-1.940626,1.940626
118.79,-1.940585,1.940585
118.8,-1.94053,1.94053
118.81,-1.940456,1.940456
118.82,-1.940285,1.940285
118.83,-1.940106,1.940106
118.84,-1.939982,1.939982
118.85,-1.939811,1.939811
118.86,-1.9396,1.9396
118.87,-1.93939,1.93939
118.88,-1.939206,1.939206
118.89,-1.938993,1.938993
118.9,-1.938685,1.938685
118.91,-1.938382,1.938382
118.92,-1.938053,1.938053
118.93,-1.937724,1.937724
118.94,-1.937387,1.937387
118.95,-1.936995,1.936995
118.96,-1.936545,1.936545
118.97,-1.936152,1.936152
118.98,-1.93584,1.93584
118.99,-1.935488,1.935488
119.0,-1.935136,1.935136
119.01,-1.934831,1.934831
119.02,-1.9345,1.9345
119.03,-1.934225,1.934225
119.04,-1.933982,1.933982
119.05,-1.93376,1.93376
119.06,-1.933453,1.933453
119.07,-1.933159,1.933159
119.08,-1.932986,1.932986
119.09,-1.932736,1.932736
119.1,-1.932518,1.932518
119.11,-1.932289,1.932289
119.12,-1.932106,1.932106
119.13,-1.931902,1.931902
119.14,-1.931672,1.931672
119.15,-1.931435,1.931435
119.16,-1.931393,1.931393
119.17,-1.931451,1.931451
119.18,-1.931563,1.931563
119.19,-1.931594,1.931594
119.2,-1.931617,1.931617
119.21,-1.931691,1.931691
119.22,-1.931746,1.931746
119.23,-1.931798,1.931798
119.24,-1.931898,1.931898
119.25,-1.932094,1.932094
119.26,-1.932341,1.932341
119.27,-1.932516,1.932516
119.28,-1.932664,1.932664
119.29,-1.932859,1.932859
119.3,-1.933119,1.933119
119.31,-1.933266,1.933266
119.32,-1.933422,1.933422
119.33,-1.933561,1.933561
119.34,-1.933766,1.933766
119.35,-1.934059,1.934059
